ID	tweet	label	cleaned_text	english_translated
ha_train_11559	@user Y Subhanallah Allah kaji qansu d rahma, wannan musiba da suke ta samun mu Allah ka dube mu k yaye mn badan halin mu b 😢 😢	positive	Y Subhanallah Allah kaji qansu d rahma wannan musiba da suke ta samun mu Allah ka dube mu k yaye mn badan halin mu b	Y Subhanah God
ha_train_11560	@user Toh INA anfanin illimi da ba'a anfani dashi, Allãh ya rabamu da irin wannan illimi marar anfani 👐	positive	Toh INA anfanin illimi da baa anfani dashi Allãh ya rabamu da irin wannan illimi marar anfani	Toh where Ill use All Abuh, allows all the things of this world
ha_train_11561	@user Kiji dadin ki rahma 💯 ina tare dake kuma wlh i like ur murya matuka...Domin itace sillar da tasaka nake yinki	positive	Kiji dadin ki rahma  ina tare dake kuma wlh i like ur murya matukaDomin itace sillar da tasaka nake yinki	Click to you with you, while WLH I like ur voice agents Silt
ha_train_11562	@user Malamai magada ANNABAWA, dai dai ne Mallam. ALLAH yasa hakan shine mafi alheri Amin 🤲	positive	Malamai magada ANNABAWA dai dai ne Mallam ALLAH yasa hakan shine mafi alheri Amin	The teachers who are the prophets are Mallam, and that is better than
ha_train_11563	@user @user Ra'ayinmu kenan a amshi shawararsa koda yake baizama lallai b, wannan irin shugabancin sai addu'a😅	positive	Raayinmu kenan a amshi shawararsa koda yake baizama lallai b wannan irin shugabancin sai addua	This is our decision that his advice he should not necessarily pray
ha_train_11564	@user BBC daga nan sansfransisco a sansfransisco state University me and my colleague munji dadin lbrn nan 😎	positive	BBC daga nan sansfransisco a sansfransisco state University me and my colleague munji dadin lbrn nan	BBC from Sansbransisco in SAMRRANCO STATE University Me and my Colleague are enjoying LBRN here
ha_train_11565	@user Ehhh gaskiya Dae yakamata a jinjinawa gwamnatin shugaba buhari Koda kuwa ta wajan tallafawa al,ummar sa da yayi wajan samun sauyin kayan masarufi😢🙌	positive	Ehhh gaskiya Dae yakamata a jinjinawa gwamnatin shugaba buhari Koda kuwa ta wajan tallafawa alummar sa da yayi wajan samun sauyin kayan masarufi	Ehhh Truth the President Buhari Union even if it supports a lot of a variety of sources
ha_train_11566	@user Wow yasin nadade ina jiran wannan film a kafta 😎😎	positive	Wow yasin nadade ina jiran wannan film a kafta	Wow Yetty Nadal I Waiting for this Film in Build
ha_train_11567	@user Allah ya kiyaye musulmi a duk inda yake🙏🏾🙏🏾	positive	Allah ya kiyaye musulmi a duk inda yake	God kept Muslims wherever he is
ha_train_11568	@user Ai indae har akwai wani magani na so, to bae wuce hakuri bah👌	positive	Ai indae har akwai wani magani na so to bae wuce hakuri bah	Ai where there is a solution of wanting to baie to be so sorry
ha_train_11569	@user hhhhhh anayi munajin dadi🤣🤣	positive	hhhhhh anayi munajin dadi	hhhhhh okay are taking
ha_train_11570	@user Wanan Abu yayi kyau duk wani iya hege yana Tweeter Hakan bai isa ba sai da kuka kai buhari bango🙄	positive	Wanan Abu yayi kyau duk wani iya hege yana Tweeter Hakan bai isa ba sai da kuka kai buhari bango	This material is fine any one can here tweeter that is not enough but you reach the wall wall
ha_train_11571	@user Allah ya qara lafia da daukaka shehi🤲🤲🤲🙏🙏🙏🙏🙏	positive	Allah ya qara lafia da daukaka shehi	May God Install Your High and High
ha_train_11572	@user Kumafa wannan abune mai kyau, domin Nigeria tanada kwararrun sojoji,domin munga aikinsu a laberiya,da kuma yadda suka murkushe boko haram da kuma masu garkuwa da mutane da 'yan fashin daji🙄🙄	positive	Kumafa wannan abune mai kyau domin Nigeria tanada kwararrun sojojidomin munga aikinsu a laberiyada kuma yadda suka murkushe boko haram da kuma masu garkuwa da mutane da yan fashin daji	Current Successful Services for Nigeria, and how they suppressed Boko Haram and the hostages
ha_train_11573	@user Allah ya ja zamanin prince🤴. @user	positive	Allah ya ja zamanin prince	God has drawn the Prince
ha_train_11574	@user Allah ya raba ki da masu dogon hannu 😂😂😂😂	positive	Allah ya raba ki da masu dogon hannu	God divides you with a long
ha_train_11575	@user @user 😀😀Natsuwarsa, Sanin Yakamatarsa, Sa,annan Tawakkalinsa. Wanda Muna Kyautata Zaton Shine Zeyi Nasara Akarshe. #Bm	positive	Natsuwarsa Sanin Yakamatarsa Saannan Tawakkalinsa Wanda Muna Kyautata Zaton Shine Zeyi Nasara Akarshe Bm	The quotessor to knowing the law of the globalism, which we are about to be successful
ha_train_11576	@user Allah sarki. Allah ya yaye muku wannan ciwon. Kuma masu yaudaranku sabida wannan ciwon su sani suma ba dabararsu ce tasa suke da lafiya. Allah yasa jinyarku ya zamo muku kaffara. Allah yasa ya zamo sanadin shiganku aljannah😭😭😭	positive	Allah sarki Allah ya yaye muku wannan ciwon Kuma masu yaudaranku sabida wannan ciwon su sani suma ba dabararsu ce tasa suke da lafiya Allah yasa jinyarku ya zamo muku kaffara Allah yasa ya zamo sanadin shiganku aljannah	Allah the king king God has desired for you this pain and the favors of this you know too, too, too must not give it to God and the mercy to you
ha_train_11577	@user @user Allah ya kaimu Sarki babban dodo gwanki kaci maharba💪💪💪💪	positive	Allah ya kaimu Sarki babban dodo gwanki kaci maharba	God gave the king a great hare
ha_train_11578	@user 😂allah dai ya biya baba hkuri kkeyi dasu kenn	positive	allah dai ya biya baba hkuri kkeyi dasu kenn	God has paid Baba Hkour kenn
ha_train_11579	@user Well done 👍🏽 ogan @user Saura kuma total lockdown. Allah ya tsare mu baki daya	positive	Well done  ogan  Saura kuma total lockdown Allah ya tsare mu baki daya	Well Deine Ogan Ogan and Total Lockdown God will completely protect us
ha_train_11580	@user Wanan gaskiya ne ( the unlimited talent )👌	positive	Wanan gaskiya ne  the unlimited talent	This is a reality of the Unlimited Talent
ha_train_11581	@user @user @user Amin Allah yasa muyi kyakykyawan karshe😪😪	positive	Amin Allah yasa muyi kyakykyawan karshe	The Amenni makes the last
ha_train_11582	@user Wannan ay ta cancanta☠️	positive	Wannan ay ta cancanta	This is something worth
ha_train_11583	@user Inna lillahi wa inna ilaihi raji'un 😥 Mudai muna ganin jarabawa a wannan kasa ya Allah ka kawo mana dauki.	positive	Inna lillahi wa inna ilaihi rajiun  Mudai muna ganin jarabawa a wannan kasa ya Allah ka kawo mana dauki	M surpr Lillah For Long Ihi Ihi Do not take a test in this country God brings to us
ha_train_11584	@user Allah ya waddan wanga cikaba babu😭😭😭 Allah ya kara tsarewa	positive	Allah ya waddan wanga cikaba babu Allah ya kara tsarewa	GOD has devoted to any fullness
ha_train_11585	@user @user 💔😭… So heart touching story. Kuma abin da xai baka ciwo da mutane shine, yanxu wanda suka guje ta a baya xasu fara dawowa sabida ta fara samun nakanta… Allah ya sa Albarka a kasuwancin ki ‘yar uwa	positive	… So heart touching story Kuma abin da xai baka ciwo da mutane shine yanxu wanda suka guje ta a baya xasu fara dawowa sabida ta fara samun nakanta… Allah ya sa Albarka a kasuwancin ki ‘yar uwa	... love heart touucihing phory and what one do not hurt people who have ever been back back to the business
ha_train_11586	@user @user Allah yajikan chairman yakuma sa ya huta Ameen We will never forget with this superhero of all Hausa movies 💪😎	positive	Allah yajikan chairman yakuma sa ya huta Ameen We will never forget with this superhero of all Hausa movies	God's wars called Ameen We rest forget with this Super
ha_train_11587	@user Allah muna rokonka Albarka cin Wannan watan na Ramadan,Ya Allah ka tsarwatsasu 🤲	positive	Allah muna rokonka Albarka cin Wannan watan na RamadanYa Allah ka tsarwatsasu	God we ask blessing to eat this month of Ramadanya Allah and to devise them
ha_train_11588	@user Kaii da kyau👏	positive	Kaii da kyau	Self-right
ha_train_11589	@user Hakan yayi dai_dai👍, a basu ladabi👌	positive	Hakan yayi daidai a basu ladabi	That is equal to not be respectful
ha_train_11590	@user To wanna cuta sai da muce Allah yakaremu da kariyarsa Dan alfarman annabi Muhammad s.a.w ameen 🤲	positive	To wanna cuta sai da muce Allah yakaremu da kariyarsa Dan alfarman annabi Muhammad saw ameen	To wanna sickness but our God kept our tied to the Prophet Mohammad (s)
ha_train_11591	@user Ya allah allah ka kawowa mutanen zamfara daukin gaggawa, kayi musu maganin wannan masifar😓😓	positive	Ya allah allah ka kawowa mutanen zamfara daukin gaggawa kayi musu maganin wannan masifar	O God God, bring the people of urgent people to do for this trouble
ha_train_11592	@user To Allah ya zaɓa wa al'ummar Zamfara nagari🙏🙏🙏	positive	To Allah ya zaɓa wa alummar Zamfara nagari	Then God has chosen to be good
ha_train_11593	@user Barka Da Sallah Sis. Allah Ya Maimata Mana 🤝🙏	positive	Barka Da Sallah Sis Allah Ya Maimata Mana	Happy prayer SIIS God repeats us
ha_train_11594	@user Innalillahy wa'inna ilaihy raji'un! 😔 Ba asibiti, Bare Mota da zata kai ka asibiti. 🤨 Abunda bai fi karfin gwamnati Jaha ba. Allah ya shirya mana shuwagabanni mu	positive	Innalillahy wainna ilaihy rajiun  Ba asibiti Bare Mota da zata kai ka asibiti  Abunda bai fi karfin gwamnati Jaha ba Allah ya shirya mana shuwagabanni mu	The Innalillahy Wainn is also not hospitalized for a hospital is not the most impaired government leaders
ha_train_11595	@user Allahu Akbar Rayuwa tayi kyau Masha Allahu🥰🥰🥰🥰🥰	positive	Allahu Akbar Rayuwa tayi kyau Masha Allahu	ALLA ALLAH IS ALONES MODEL
ha_train_11596	@user @user Muna da rana a Nigerian Insha Allah. very soon sef🤲	positive	Muna da rana a Nigerian Insha Allah very soon sef	We have a DAY in Nigeria Very Soon SEF
ha_train_11597	@user 🎂🎂🎂🎈🎈🎈🎁HBD, fatan tsawon rai cikin aminci	positive	HBD fatan tsawon rai cikin aminci	HBD hopes for life in safety
ha_train_11598	@user Minority ke kuka, majority are still with him. Alhamdulillah, kaduna is blessed with hard guys and girls 💪. Don Allah @user a cigaba da gasa mana su, suna tare da kai 🙏	positive	Minority ke kuka majority are still with him Alhamdulillah kaduna is blessed with hard guys and girls  Don Allah  a cigaba da gasa mana su suna tare da kai	Minority wasting the Majority Art Still Welith is surely is to Kaduna is not to be competent with you
ha_train_11599	@user Yawwa👍😍. Dafatan kasha ruwa Lpy Sir..!!!	positive	Yawwa Dafatan kasha ruwa Lpy Sir	Yawwawa Dafatan Kasheed Free Download Sir
ha_train_11600	@user You're always gorgeous😍 dear ko yan adawar ki ma sun sani	positive	Youre always gorgeous dear ko yan adawar ki ma sun sani	Youre Always Gorgeous Dear or Abdi Ki, too
ha_train_11601	@user Gaskia dai mu dunga Kula, Don Allah ku daina Zaginta, 'Yar Uwarmu Musulma ce fa, Gwara ku tayata da Addu'a Mutane baku da Wuta baku da Aljanna, Allah ya shirye mu baki daya, Bai Kamata ana saka Addinin mu a ciki ba, Allah ya yafe Mata Muma Allah ya yafe mana baki daya🙏	positive	Gaskia dai mu dunga Kula Don Allah ku daina Zaginta Yar Uwarmu Musulma ce fa Gwara ku tayata da Addua Mutane baku da Wuta baku da Aljanna Allah ya shirye mu baki daya Bai Kamata ana saka Addinin mu a ciki ba Allah ya yafe Mata Muma Allah ya yafe mana baki daya	Do not do not think about God's daughter Muslims and Prayers and prayers in God should not be forgiven us
ha_train_11602	@user Allah yakawo Mana zaman lafiya a kasarmu Nigeria 👈👈	positive	Allah yakawo Mana zaman lafiya a kasarmu Nigeria	Thank you peace in our country Nigeria
ha_train_11603	@user Wow kinyi magana mai kyau fav artist❤️	positive	Wow kinyi magana mai kyau fav artist	Wow yours to talk a good fav artist
ha_train_11604	@user Kuma an kammala train lafiya. Saura da me? Allah Ya taimaki shugabanni don su dace a samo mafita da karshen matsalolin tsaro a kasata Nijeriya 🇳🇬 A-m-e-e-n 🙏🙏	positive	Kuma an kammala train lafiya Saura da me Allah Ya taimaki shugabanni don su dace a samo mafita da karshen matsalolin tsaro a kasata Nijeriya  Ameen	The Train was completed the remarkitated to what God had helped leaders to suit and end security problems in Nigeria
ha_train_11605	@user Wannan haka yake... Dama ai wannan shine abinda Allah ya umarce mu da mu dingayi. Allah yasa mufi karfin zukatan mu Amin🙌	positive	Wannan haka yake Dama ai wannan shine abinda Allah ya umarce mu da mu dingayi Allah yasa mufi karfin zukatan mu Amin	That is that this is what God commanded us to dwell in God, why are we our hearts as well
ha_train_11606	@user @user Nagode Sosai🙏🙏🙏. Saura kawai in dauki hoto da ke😀😀😀 I hope that moment will come soonest😎😎😎	positive	Nagode Sosai Saura kawai in dauki hoto da ke I hope that moment will come soonest	Nagode very situated just to take a photo that hope that moment will come
ha_train_11607	@user ALLAH.. yafe miki @user 😊😊	positive	ALLAH yafe miki	The God forgive you
ha_train_11608	@user Maganata batada fa,ida wa Buhari domin yatsara abinda yayi niyya tun a janairu. Muna rokon Allah yataimakemu yabamu lafiya da zama lafiya.🙏🏻	positive	Maganata batada faida wa Buhari domin yatsara abinda yayi niyya tun a janairu Muna rokon Allah yataimakemu yabamu lafiya da zama lafiya	My words appeal to Buhari for their own time in January we pray to God to praise and be healthy
ha_train_11609	@user Allah Ubangiji ya tarwatsa Israel🇮🇱 da masu Goya Mata baya	positive	Allah Ubangiji ya tarwatsa Israel da masu Goya Mata baya	Allah the Lord has disperse Israel with the women
ha_train_11610	@user Innalillahi wa'ina ilaihim raji'u 😭😭😭 Allah yayi muku rahama	positive	Innalillahi waina ilaihim rajiu  Allah yayi muku rahama	Innalillahan Wan ilimi God gave mercy to you
ha_train_11611	@user Mudai Yan Nigeria Allah ya Saka mana abinda akeyimana 😢😰😥😭😭	positive	Mudai Yan Nigeria Allah ya Saka mana abinda akeyimana	As Nigeria, Nigeria Allah has rewarded us what My
ha_train_11612	@user Ya subhanallah..💔 Allah ya gafarta Masu it’s really painful 😣	positive	Ya subhanallah Allah ya gafarta Masu it’s really painful	O Subhanallah God to forgive them IT'S Painful
ha_train_11613	@user Ikon god sae looking ae daga nan harki kama haska film dinki xaki tah dariya kala kala wancan week din kasuwa tayi miki dadi kinyi dariya da larabci wannan kuma da french next kuma maybe kuma da Indian language xaki dariyar🤣🤣	positive	Ikon god sae looking ae daga nan harki kama haska film dinki xaki tah dariya kala kala wancan week din kasuwa tayi miki dadi kinyi dariya da larabci wannan kuma da french next kuma maybe kuma da Indian language xaki dariyar	God's authority: Aene looking
ha_train_11614	@user @user Allah yayi jagora, Ya kuma sa albarka👏🏻	positive	Allah yayi jagora Ya kuma sa albarka	God guidance and blessed
ha_train_11615	@user Allah ya jikansa da rahma allah yasa aljannace makomar sa idan tamu tazo allah yasa mu cika da imani 😭😭	positive	Allah ya jikansa da rahma allah yasa aljannace makomar sa idan tamu tazo allah yasa mu cika da imani	God has compassed him with mercy God makes the jinn of His future if we come to God so that we should be fulfilled with faith
ha_train_11616	@user @user Da Amana Kenan ‼️	positive	Da Amana Kenan ‼	And that's trust!
ha_train_11617	@user Allah yajikan musulmi, ya gafarta musu, ya rahamshesu yasa sun huta ameen🙌🏼🙌🏼🙌🏼	positive	Allah yajikan musulmi ya gafarta musu ya rahamshesu yasa sun huta ameen	God the Muslims to forgive them to the blessed and rested the ameen
ha_train_11618	@user Yayi Dattijan Arziki🙏🙏	positive	Yayi Dattijan Arziki	It's old wealth
ha_train_11619	@user Allah yakawomuna dauki🙏	positive	Allah yakawomuna dauki	Godkows
ha_train_11620	@user Allah ya jikanshi da rahama yasa aljanna ce makoman shi.ameen🙏	positive	Allah ya jikanshi da rahama yasa aljanna ce makoman shiameen	God has mercy on Him and Paradise
ha_train_11621	@user @user Wlh nima dawisu ya birgeni fadar wannan gaskiyar Allah dai ya kawomuna sauqi wannan tashin hankalin dake damun mu mu yan arewa ameen ya rabbil alameen🙏🙏🙏	positive	Wlh nima dawisu ya birgeni fadar wannan gaskiyar Allah dai ya kawomuna sauqi wannan tashin hankalin dake damun mu mu yan arewa ameen ya rabbil alameen	The fact that God is invisible to this fact,
ha_train_11622	@user 👍👍👍 Kunyi dai dai komai saida shiri	positive	Kunyi dai dai komai saida shiri	You made it about alleged
ha_train_11623	@user Ya subhanalillah! 😔 Allah ya gafarta mashi yasa ya huta	positive	Ya subhanalillah  Allah ya gafarta mashi yasa ya huta	His subhanterlah Allah has forgiven his rest
ha_train_11624	@user Innalillahi 🤔wllh kuji tsoron Allah	positive	Innalillahi wllh kuji tsoron Allah	The Innalillah Well fears God
ha_train_11625	@user Darling sis har kin tunamun da Alewar Makkah 🔥 ga kyau da daraja👍👍🤙🏼🥇📸	positive	Darling sis har kin tunamun da Alewar Makkah  ga kyau da daraja	Darling SIS Until refuse to remember the Alien Makkah for good and honor
ha_train_11626	@user Ya Allah kafitar damu acikin wannan hali a kasarmu tana Nigeria 😣😣	positive	Ya Allah kafitar damu acikin wannan hali a kasarmu tana Nigeria	God's Royalty Strong in our country, Nigeria
ha_train_11627	@user ranka yadade brk da wannan loakaci, wai yaushe za'afara sakin """"""""""""""""bana bakwai""""""""""""""""a YouTube mungode,,,, may Almighty Allah bless you and your family sir!!! 🙏 Dagani {MBA}	positive	ranka yadade brk da wannan loakaci wai yaushe zaafara sakin bana bakwaia YouTube mungode may Almighty Allah bless you and your family sir  Dagani MBA	Dress Kauma Yardin BRK and This Employment System Satellite Youna Youtube Mungani You and Your Family Sir Tagani MBA
ha_train_11628	@user Allah y karba yakuma bamu zaman lafiya gabadaya🙏🏻	positive	Allah y karba yakuma bamu zaman lafiya gabadaya	God has gone giving us a healthy sight
ha_train_11629	@user @user Allah yasa akalla damu king 👑 and Prince 👸	positive	Allah yasa akalla damu king  and Prince	God makes at least worried King and Prince
ha_train_11630	@user Allah y jikan musulman da aka kashe nan gida dama duniya baki 1 🙏	positive	Allah y jikan musulman da aka kashe nan gida dama duniya baki 1	God has been killed by Muslims to be killed, killed by domestic opportunities
ha_train_11631	@user Ehn🤔 to Allah yai mana tsari dasu kasanya sabani tsakanin mu dasu mai nisan gaske	positive	Ehn to Allah yai mana tsari dasu kasanya sabani tsakanin mu dasu mai nisan gaske	Yesn to Allah owe us with them to humiliate between us
ha_train_11632	@user Allah yayi masa Rahma mu Kuma Allah ya kyauta karshenmu ameen 🤲🤲	positive	Allah yayi masa Rahma mu Kuma Allah ya kyauta karshenmu ameen	God's mercy to him and God has given gifts to the end of us ameen
ha_train_11633	@user Gaskiya yakamata kam👍🏾	positive	Gaskiya yakamata kam	True should be a
ha_train_11634	@user Allah yasa na karbi Takarduna nagama College kimiyi da fasaha akan lafiya na Tsafe a Zamfara State ... Ina kara godiya wa Allah da dukkan malamai na 🤝🙏	positive	Allah yasa na karbi Takarduna nagama College kimiyi da fasaha akan lafiya na Tsafe a Zamfara State  Ina kara godiya wa Allah da dukkan malamai na	God makes me accept my reasons, technology on a healthy man in Zamfara State, I am grateful to God with all my teachers
ha_train_11635	@user Hakan zai taimaka ta fuskoki da dama✊🏻	positive	Hakan zai taimaka ta fuskoki da dama	That will help through many faces
ha_train_11636	@user Oga na Allah ya kara kareka amin🤲🤲🤲	positive	Oga na Allah ya kara kareka amin	Oga of God is all over you
ha_train_11637	@user Allah Yakawo Nagari Dan Karfin salati 🙏 @user Rahama	positive	Allah Yakawo Nagari Dan Karfin salati   Rahama	Allah is good to me for mercy
ha_train_11638	@user Allah ya ji kansa🙏🙏.. Allah ya jikan tala kawan da suka rasu a Yan kwana kin nan tala kawan (katsina,kaduna)	positive	Allah ya ji kansa Allah ya jikan tala kawan da suka rasu a Yan kwana kin nan tala kawan katsinakaduna	God felt evil to the city that they died in the nearest
ha_train_11639	@user Allah yasa ya musulunta sbd Annabi S.a.w mukuma Allah ya kare imaninmu ya dauki rammu cikin addinin Musulunci 🤲	positive	Allah yasa ya musulunta sbd Annabi Saw mukuma Allah ya kare imaninmu ya dauki rammu cikin addinin Musulunci	God why Islam has surrendered God to give us our belief in Islam
ha_train_11640	@user Allah yashiga tsakanin nagari da mugu, Allah yasa mufi karfin zuciyarmu Ameen 🙏🏻🙏🏻	positive	Allah yashiga tsakanin nagari da mugu Allah yasa mufi karfin zuciyarmu Ameen	God ways between the wicked God makes our heart strength Ameen
ha_train_11641	@user Gaskiya ansha kyau 👸👸👸	positive	Gaskiya ansha kyau	Beautiful ansha
ha_train_11642	@user Amen Allah kayafemana badan muba 🙏	positive	Amen Allah kayafemana badan muba	AMEN Allah Kayafemana Badan Mob
ha_train_11643	@user Kuma Allah ya rabamu da aikata abunda zucuyar mu ta umurcemu😭😭😭	positive	Kuma Allah ya rabamu da aikata abunda zucuyar mu ta umurcemu	And Allah has distributed from what evil that we will command them
ha_train_11644	@user Sai ranar da Allah yayi domin wannan kasar tamu Allah ne kadai zai iya gyaranta🙏🙏🙏	positive	Sai ranar da Allah yayi domin wannan kasar tamu Allah ne kadai zai iya gyaranta	Except God's day for this land is weeping
ha_train_11645	@user Ya Allah ka karemu da Kariyanka 🤲	positive	Ya Allah ka karemu da Kariyanka	O Allah Protect Your Boys
ha_train_11646	@user Allahu akhbar akwai tausayi Allah ya karbi tubanki Allah yasa aljanna makoma amin💔💔	positive	Allahu akhbar akwai tausayi Allah ya karbi tubanki Allah yasa aljanna makoma amin	@HHBAR is God's compassion that your repentance has redeemed God to bless His destiny
ha_train_11647	@user Congratulations Allah yasanya alheri Allah ya kawo kasuwa mai albarka Allah yasa abude asa'a💃💃💃	positive	Congratulations Allah yasanya alheri Allah ya kawo kasuwa mai albarka Allah yasa abude asaa	Congratulations God desired good God brought a blessed market God Is Abie
ha_train_11648	@user @user Na’am wannan gaskiya neh Malam, Allah jikan mahaifa,yakara nisan kwana Da daukaka Aamiin🤲🤲🤲🤲 @user	positive	Na’am wannan gaskiya neh Malam Allah jikan mahaifayakara nisan kwana Da daukaka Aamiin	Yes this is the true God's son's grandfather of the father of Israel and the glory of Allin
ha_train_11649	@user Allah sarki rayuwa Kenan Allah y jikan malam 👳🏻‍ y Kuma sa aljannace makomarsa y Kuma kyauta bayansa mu Kuma idan tamu tazo Allah y sa mu Chika d kyau d imani 🤲🤲🤲 https://t.co/0S3i0ruSCy	positive	Allah sarki rayuwa Kenan Allah y jikan malam ‍ y Kuma sa aljannace makomarsa y Kuma kyauta bayansa mu Kuma idan tamu tazo Allah y sa mu Chika d kyau d imani	God is God's King to be for God, and set My Spirit to God and if we come to God,
ha_train_11650	@user @user ALLAH ya biyaki Lallai TaimakO ya Zama Dabi'anki ..kmr yadda ALLAH SWT yace Duk wanda ya Ciyar da Mai Azumi abun Buda Baki ALLAH Za Ciyar Dashi A Aljanna..da wannan Nake Kyautata Miki ZatOn.. Aljanna sayyada @user 🤲🤲	positive	ALLAH ya biyaki Lallai TaimakO ya Zama Dabianki kmr yadda ALLAH SWT yace Duk wanda ya Ciyar da Mai Azumi abun Buda Baki ALLAH Za Ciyar Dashi A Aljannada wannan Nake Kyautata Miki ZatOn Aljanna sayyada	God composed help to be a natural KMR saying that anyone raised him in the demons this I needed it in the demons this I needed in the demons this I needed it in the demons this I needed in the demons this I needed in the demons this I needed in the demons this I needed in the demons this time I needed in the demons this way I needed in the spirits of Police
ha_train_11651	@user Allah Mai amsar tuba ne ga bayinsa matukar da gaske suke. nematuba 🙏🙏	positive	Allah Mai amsar tuba ne ga bayinsa matukar da gaske suke nematuba	Allah is an answer to His servants
ha_train_11652	@user Allah muna rokanka ka kawo muna karshen wannan bala'i.🙏Ameen	positive	Allah muna rokanka ka kawo muna karshen wannan balaiAmeen	God Weborge You to Bring We end this Bagameen
ha_train_11653	@user to Allah ya bamu abin saya, dama bamu dogara da gwamnati ba, in sungadama suma qara kufin insha Allahu zamu siya. على الله توكلنا 🙏🙏🙏	positive	to Allah ya bamu abin saya dama bamu dogara da gwamnati ba in sungadama suma qara kufin insha Allahu zamu siya على الله توكلنا	Then God let us give you a chance to give us a chance to give you a chance for the gift to the revelation
ha_train_11654	@user Allah sarki 😊 😂😂😂Muhammad Babalala aini na dauka wani tsoho ne! Ashe ashe matashi ne. Gaskiya kana bamu join. Allah yayi maka albarka.	positive	Allah sarki  Muhammad Babalala aini na dauka wani tsoho ne Ashe ashe matashi ne Gaskiya kana bamu join Allah yayi maka albarka	God King Ahmath Babal Free
ha_train_11655	@user Wannan rayuwar kabi Allah daya kace ka, rayuwa Nan yau Kai Ni wataran sai lvr Mai hnkl kawai yasan da hk😭😭 Allah ya qanata da rahama 🤲 https://t.co/xCG5JxJtVM	positive	Wannan rayuwar kabi Allah daya kace ka rayuwa Nan yau Kai Ni wataran sai lvr Mai hnkl kawai yasan da hk Allah ya qanata da rahama	This life of praise God did you say you live here today and to the watar unknown, just knew the hk God hated the mercy
ha_train_11656	@user @user @user BBCHausa kuna burgeni 😂 😂	positive	BBCHausa kuna burgeni	Pmnewhosta
ha_train_11657	@user Allah yasa ya gurfannan, ai ba Wanda yafi karfin doka amma bara kuga bazai je ba madadinsa za a tura..😢	positive	Allah yasa ya gurfannan ai ba Wanda yafi karfin doka amma bara kuga bazai je ba madadinsa za a tura	God makes the ruling but those who control themselves but the last year,
ha_train_11658	@user Shugabanni sukoyi yin adalci, rikon amana, hakuri, da sauraren koken talakawa da kuma yi masu hidima banda handama da babakere. Allah Ya gafarta wa mazan jiya Sardauna. Sir, Ahmadu Bello., Sir, Abubakar Tafawa Balewa., Gen. Mai Malari da sauran su. Ameen🤲🏽	positive	Shugabanni sukoyi yin adalci rikon amana hakuri da sauraren koken talakawa da kuma yi masu hidima banda handama da babakere Allah Ya gafarta wa mazan jiya Sardauna Sir Ahmadu Bello Sir Abubakar Tafawa Balewa Gen Mai Malari da sauran su Ameen	Leaders to do justice to the confidence in Sard Abubaka Sard Abubakar Sarah
ha_train_11659	@user Tabarakallah masha Allah. This my sister bata son yimun Magana I don't why, am sorry if I sound rough to you @user .☺🙏	positive	Tabarakallah masha Allah This my sister bata son yimun Magana I dont why am sorry if I sound rough to you	WATERATION WAT GODHE Allah THIS MY Sister MAKE MOUNTS I DET WHY Am Sorry If I Sound Rough to you
ha_train_11660	@user Allah ya karemu da karewa su kuma allah ya kubutar dasu bisa ikon sa,Sukuma kidnappers din allah ya shiryasu ya ganar dasu hanya mai kyau🤲🤲🤲	positive	Allah ya karemu da karewa su kuma allah ya kubutar dasu bisa ikon saSukuma kidnappers din allah ya shiryasu ya ganar dasu hanya mai kyau	God has protected us by Allah and Allâh has saved them based on power sacks and to punish them
ha_train_11661	@user @user @user Gsky malam aminu saira ko iya hk akatsaya film yayi ma'ana domin bantaba ganin wanda yabirgeniba piyeda wannan musamman ma bayyanar sarkin waka Allah yakara basira🙏	positive	Gsky malam aminu saira ko iya hk akatsaya film yayi maana domin bantaba ganin wanda yabirgeniba piyeda wannan musamman ma bayyanar sarkin waka Allah yakara basira	Gsky Malam Aminu Saira May May HK Akatsaya Film, Maia
ha_train_11662	@user @user @user @user Zamusha kallo Allah yanuna mn lokacin Rahma gsky kundace sai kace ma'auratan gaske🙊	positive	Zamusha kallo Allah yanuna mn lokacin Rahma gsky kundace sai kace maauratan gaske	Zamakuha watching God
ha_train_11663	@user Zan roki Allah (SWA) Ya duba halin da Nigeria 🇳🇬 take ciki ya kawo mana gyara dan Rahamar sa.... Kafin komai ya biyo baya	positive	Zan roki Allah SWA Ya duba halin da Nigeria  take ciki ya kawo mana gyara dan Rahamar sa Kafin komai ya biyo baya	God to ask the Nigerian situation to bring his mercy before everything follows
ha_train_11664	@user Masha Allahu.... Waya gayamai zai taba dan gatan Allah ya zauna lapiya? Lmaoo😂	positive	Masha Allahu Waya gayamai zai taba dan gatan Allah ya zauna lapiya Lmaoo	Mashah Monoth Meaning once will come to the son of God to stay Lapia
ha_train_11665	@user Ameen summa ameen my jaruma🤲🤲	positive	Ameen summa ameen my jaruma	Ameen Summa Ameen My Honor
ha_train_11666	@user Allah ya karemu da karewarsa ya yaye mana wannan bala'i dan alfarmar manzan Allah S.A.W.🤲	positive	Allah ya karemu da karewarsa ya yaye mana wannan balai dan alfarmar manzan Allah SAW	Allah has protected us the deputy of his deputy.
